INDEX,news_title,언론사,뉴스 게시일자,기사 반응 수,comments,댓글 공감 수,댓글 답글 수,gender_bias,other_bias,none_bias,hate,offensive,none_hate
4520,"""[단독]추자현♥우효광, 29일 정식 결혼식…아들 돌잔치도 함께 '겹경사'""",스포츠동아,2022-06-25,21,중국 남자vs 한국여자 이혼률이 가장높다던데.. 이제 이커플만 남았군.. 애도있는데 10년은 갈수있겠지?,3,5,0.749417901,0.208384171,0.123029359,0.578083336,0.323300213,0.13868165
4521,"""[단독]추자현♥우효광, 29일 정식 결혼식…아들 돌잔치도 함께 '겹경사'""",스포츠동아,2022-06-25,21,? 여태껏 동거한거에요?,28,38,0.025733218,0.116369858,0.910679221,0.055156071,0.302426517,0.657019913
4522,"""[단독]추자현♥우효광, 29일 정식 결혼식…아들 돌잔치도 함께 '겹경사'""",스포츠동아,2022-06-25,21,ㅋㅋㅋㅋㅅㆍㅂ머야 결혼도안하고 그염병하며 티비나왔던거? 결혼안하고 헤어졋으면 대박코미디엇네ㅋㅋ,2,11,0.357733458,0.344116896,0.228865921,0.506516457,0.462342024,0.088366836
4523,"""[단독]추자현♥우효광, 29일 정식 결혼식…아들 돌잔치도 함께 '겹경사'""",스포츠동아,2022-06-25,21,한국에서 김소연 다음으로 가장 미인인듯,6,15,0.037997436,0.075768925,0.92026639,0.044433497,0.151904479,0.841063976
4524,"""[단독]추자현♥우효광, 29일 정식 결혼식…아들 돌잔치도 함께 '겹경사'""",스포츠동아,2022-06-25,21,중국의 사드보복으로 울나라서 활동하게된 추자혀뉴,3,4,0.063839152,0.377778113,0.602354407,0.324839979,0.36499384,0.260862023
4525,"""[단독]폐암 투병 배우 이일재, 오늘(5일) 별세""",스포츠월드,2022-08-02,9,작작 펴라,1,5,0.038721163,0.164462432,0.842117429,0.166863561,0.385425955,0.357670516
4526,"""[단독]폐암 투병 배우 이일재, 오늘(5일) 별세""",스포츠월드,2022-08-02,9,거 담배좀적당히 쳐피시라니까~~ 결국갔구먼....,0,4,0.105013669,0.40575397,0.523679495,0.356478065,0.441264808,0.132238373
4527,"""[단독]하연수, 훈남 사업가와 열애 중""",스포티비뉴스,2022-08-02,9,겁나 동안이네 ㄷㄷ,6,11,0.03531662,0.099439569,0.911102355,0.079213962,0.249028102,0.637593091
4528,"""[단독]하연수, 훈남 사업가와 열애 중""",스포티비뉴스,2022-08-02,9,하연수 작품활동안하나,2,9,0.025596714,0.10162688,0.922896743,0.051448919,0.253514647,0.740472376
4529,"""[단독]하연수, 훈남 사업가와 열애 중""",스포티비뉴스,2022-08-02,9,듣보잡인데 기사엄청나네,2,5,0.026492534,0.107714966,0.916022122,0.066587202,0.291589975,0.625503242
4530,"""[단독인터뷰] '어서와' 페트리 ""오늘(19일) 득남 믿기지 않아, 아빠 돼 행복""",마이데일리,2022-08-02,9,한때 프로토스의 전설 기욤페트리님 축하합니다,2,3,0.043705028,0.070711076,0.932381272,0.044281676,0.151652008,0.859546185
4531,"""[단독인터뷰] '어서와' 페트리 ""오늘(19일) 득남 믿기지 않아, 아빠 돼 행복""",마이데일리,2022-08-02,9,앗 페트리 결혼 했었나요?ㅎㅎ 축하드려요^^,0,3,0.047792215,0.066617474,0.925389409,0.039123077,0.154078946,0.833245158
4532,"""[단독인터뷰] '어서와' 페트리 ""오늘(19일) 득남 믿기지 않아, 아빠 돼 행복""",마이데일리,2022-08-02,9,싱글처럼젊던데 결혼하셨구나 축하해요 !!연기도 더하시짘ㅋㅋㅋㅋ,0,8,0.063950986,0.10894803,0.838471234,0.054022763,0.265787214,0.677854538
4533,"""[단독인터뷰] '어서와' 페트리 ""오늘(19일) 득남 믿기지 않아, 아빠 돼 행복""",마이데일리,2022-08-02,9,추카추카 친구3인방 안부도 궁굼하네요~~ 정말 재밌게 봤는데,2,231,0.046355445,0.064629585,0.930779576,0.05269856,0.146678567,0.850362897
4534,"""[단독인터뷰] '이현♥' 유하나 ""친구→연인으로..4년열애 끝 결혼해요""",OSEN,2022-08-02,9,오션 노래 넘좋았는데.,0,1,0.055978905,0.072462395,0.934594393,0.045819927,0.141218647,0.875768304
4535,"""[단독인터뷰] '이현♥' 유하나 ""친구→연인으로..4년열애 끝 결혼해요""",OSEN,2022-08-02,9,오션에서 이현은 이쁘장한 곱상한 멤버였는데 ㅎㅎㅎ 24/7 이라는 노래도 참 좋았고 축하드려요!,0,1,0.060428765,0.072641216,0.926500022,0.041542627,0.129225582,0.880084515
4536,"""[단독인터뷰] 이필모 “샤워 이후 행동, 그렇게 야할 줄이야 하하하”""",뉴시스,2022-08-02,9,야한게 아니라 더러웠다고... ㅎㅎㅎ 그래도 헤어드라이기 본인만쓰면괜춘해요,20,77,0.048874136,0.114660397,0.804631829,0.090677164,0.348958224,0.481908828
4537,"""[단독인터뷰] 이필모 “샤워 이후 행동, 그렇게 야할 줄이야 하하하”""",뉴시스,2022-08-02,9,확실히 어제는 노잼이더라~ 3얼 위주로 가즈아~,3,4,0.045496091,0.070125878,0.922303617,0.044034295,0.146633163,0.837066889
4538,"""[단독인터뷰] 이필모 “샤워 이후 행동, 그렇게 야할 줄이야 하하하”""",뉴시스,2022-08-02,9,야하긴 개뿔 더럽게 늙어서 결혼못하는이유는 다있음,0,11,0.68391335,0.281163573,0.132172823,0.663401544,0.343081921,0.096891426
4539,"""[단독인터뷰] 이필모 “샤워 이후 행동, 그렇게 야할 줄이야 하하하”""",뉴시스,2022-08-02,9,팬티벗고찍지 사실적인게 좀떨어지더라,0,0,0.090958521,0.168336526,0.690729678,0.183427796,0.451554447,0.267680138
4540,"""[단독인터뷰] 이필모 “샤워 이후 행동, 그렇게 야할 줄이야 하하하”""",뉴시스,2022-08-02,9,본인이 자신 있으니까 나온 거 겠지ㅎ 뜨거울 나인데ㅎ,8,22,0.027322052,0.131515011,0.876474738,0.062532067,0.349596351,0.554061711
4541,"""[단독인터뷰] 이필모 “샤워 이후 행동, 그렇게 야할 줄이야 하하하”""",뉴시스,2022-08-02,9,야한게 아니라 더럽던데. 치킨 먹다 입맛떨어짐,2,18,0.112639941,0.273102254,0.591169417,0.326527148,0.403787166,0.236747205
4542,"""[룩@차이나] 유승준, 2남2녀 아빠 된다…태어날 쌍둥이 성별 공개""",MBC연예,2022-08-02,9,신물나는 오18뉴스보다는 낫다.,9,30,0.026115725,0.11560943,0.882263303,0.089025564,0.250248045,0.667301893
4543,"""[룩@차이나] 유승준, 2남2녀 아빠 된다…태어날 쌍둥이 성별 공개""",MBC연예,2022-08-02,9,이 미국인색기 누가 궁금하다고 이딴 기사올리나,3,21,0.073901042,0.355956733,0.604949653,0.388490915,0.430801064,0.149575174
4544,"""[룩@차이나] 유승준, 2남2녀 아빠 된다…태어날 쌍둥이 성별 공개""",MBC연예,2022-08-02,9,배신자의 자식들,0,9,0.061236195,0.392744064,0.626166165,0.393287003,0.395901948,0.17480585
4545,"""[룩@차이나] 유승준, 2남2녀 아빠 된다…태어날 쌍둥이 성별 공개""",MBC연예,2022-08-02,9,나라버린 미국인 안궁금해,3,4,0.077687636,0.403940648,0.56320262,0.369146615,0.451739341,0.176746815
4546,"""[룩@차이나] 유승준, 2남2녀 아빠 된다…태어날 쌍둥이 성별 공개""",MBC연예,2022-08-02,9,누가 애 기사 궁금해한다고,37,12,0.03231135,0.084541343,0.914798975,0.055242937,0.289407998,0.643481553
4547,"""[룩@차이나] 판빙빙, 급격히 살빠져…대만 의사에 SOS""",OSEN,2022-10-08,7,이 미친ㅇ것들은 진짜 알바인가 중국인도 신경안쓰는걸 왜 니들이 난리임? 존나 베댓볼때마다 역ㅇ겹고 토나오네 우리나라나 신경써라,1,1,0.194638595,0.500927031,0.356400281,0.58103013,0.383960932,0.116910093
4548,"""[룩@차이나] 판빙빙, 급격히 살빠져…대만 의사에 SOS""",OSEN,2022-10-08,7,얼마나고문을 당했으면 대만의사를 부를까?? 차라리 한국에와서 치료받고 한국남자랑 결혼해버리지~~나랑결혼하면 행복할텐데 ..,2,6,0.658630788,0.24735181,0.15558815,0.587874115,0.333136827,0.107893921
4549,"""[룩@차이나] 판빙빙, 급격히 살빠져…대만 의사에 SOS""",OSEN,2022-10-08,7,ㅈㄹ염병..ㅋㅋ재산이 1조인데 천억안내고 머리굴리다가 꼬시고 오지다,8,90,0.118463859,0.384579808,0.411765009,0.555235267,0.432819128,0.089633554
4550,"""[룩@차이나] 판빙빙, 급격히 살빠져…대만 의사에 SOS""",OSEN,2022-10-08,7,글게 탈세는 왜함?? 그냥 벌받았다 생각하셈. 솔직히 동정심 안가네.,0,5,0.031603072,0.238004029,0.805793405,0.107809409,0.470396489,0.396424323
4551,"""[룩@차이나] 판빙빙, 급격히 살빠져…대만 의사에 SOS""",OSEN,2022-10-08,7,1400억 뜯기고 얼마나 억울 했을꼬 뒤질만큼 아플만 하지~~~~ㅋㅋㅋㅋ,7,10,0.042489786,0.24229826,0.733577192,0.209291264,0.378982365,0.317368418
4552,"""[룩@차이나] 판빙빙, 급격히 살빠져…대만 의사에 SOS""",OSEN,2022-10-08,7,옜날에 잠깐 나 따라다니던 얘네.. 사귀어주진 않았음,26,166,0.056055974,0.19721882,0.720403671,0.143924251,0.403308123,0.331855267
4553,"""[룩@차이나] 中관계자 ""판빙빙, 조사받고 귀가한 지 한참 됐다""",엑스포츠뉴스,2022-10-08,7,중국이 아무리 ㄱㅐ잣가튼 나라도 개정히 개두환 때 만큼은 아니다...,1,2,0.099773504,0.42339161,0.421748161,0.459214807,0.367118895,0.203405917
4554,"""[룩@차이나] 中관계자 ""판빙빙, 조사받고 귀가한 지 한참 됐다""",엑스포츠뉴스,2022-10-08,7,무슨상관이냐고 기자양반ㅠ,0,1,0.027379807,0.085204877,0.918734193,0.062211059,0.281136334,0.655864477
4555,"""[룩@차이나] 中관계자 ""판빙빙, 조사받고 귀가한 지 한참 됐다""",엑스포츠뉴스,2022-10-08,7,아오 좀 믿어라 쪼옴 아주 멀쩡한 사람 황천길 못보내서 환장했니??말도 안되는 찌라시 소설은 철썩같이 믿음서 ㅋㅋ믿고 싶은데로 믿네 아주ㅋㅋㅋ좀 현실성 있게 세상을 봐 ㅠㅠ 현실은 서프라이즈가 아니야,4,7,0.073331945,0.366624773,0.609229505,0.353723675,0.403291017,0.193295091
4556,"""[룩@차이나] 中관계자 ""판빙빙, 조사받고 귀가한 지 한참 됐다""",엑스포츠뉴스,2022-10-08,7,돈도 잘 벌면써 탈세까지 사형시켜라,0,0,0.082725234,0.396722019,0.607484818,0.310474664,0.435877889,0.182626948
4557,"""[룩@차이나] 中관계자 ""판빙빙, 조사받고 귀가한 지 한참 됐다""",엑스포츠뉴스,2022-10-08,7,추자현도 얼굴 안보여 준다고 난리드만 우리나라 사람들은 얼굴 안보여 주면 못 믿음..ㅋ 그러다가 나타나면 기레기 욕하고..이건 더해서 성형해서 제 2 판빙빙 만들었다고 벌써부터 예고..ㅋ,2,6,0.149312913,0.396802247,0.359528273,0.449471831,0.35980773,0.130832642
4558,"""[룩@차이나] 中관계자 ""판빙빙, 조사받고 귀가한 지 한참 됐다""",엑스포츠뉴스,2022-10-08,7,"공산당의 무서움을 알겠냐?!중국이 이정도인데 북한은 오죽하긋냐!!미국, 박정희가 없었다면 우리나라 저꼴일수도 있다는걸 알아라!!",7,26,0.115693994,0.458701044,0.320126712,0.460038871,0.329437792,0.234005898
4559,"""[리뷰IS] '해투4' 역시 장만월 사장, 아이유 전화 통화만으로 존재감""",뉴시스,2022-10-08,7,요즘 예능 왜케 노잼이냐??씹선비들 지적질 너무 해대서 그런거 갘은데..이쁘고 젊은여자들 나와서 색드립하거 섹시춤 추거나..유명인들이나 사고친 애들 나와서 경험담 얘기하고이런 옛날 방송이 그립다..,1,3,0.734686017,0.295308501,0.09806712,0.719163597,0.319657415,0.08666034
4560,"""[리뷰IS] '해투4' 역시 장만월 사장, 아이유 전화 통화만으로 존재감""",뉴시스,2022-10-08,7,근데 델루나 특집을 왜 kbs에서 하는거임??kbs는 존심도 없나?? 스카이캐슬 때도 그렇고 얘넨 타 방송국 프로에 왜 자꾸 빨대 꽂는데????,4,4,0.084455401,0.418649793,0.558346748,0.36843285,0.427489966,0.192189649
4561,"""[리뷰IS] '해투4' 역시 장만월 사장, 아이유 전화 통화만으로 존재감""",뉴시스,2022-10-08,7,해투 재미없어.. 한본지 근 10년된듯. 이제 교체 좀 했으면..,8,34,0.024914561,0.11963474,0.906642973,0.051188771,0.272344142,0.709039569
4562,"""[리뷰IS] '해투4' 역시 장만월 사장, 아이유 전화 통화만으로 존재감""",뉴시스,2022-10-08,7,틀딱특집 이냐?,1,2,0.258922815,0.366662562,0.34814772,0.636845469,0.318996698,0.11332076
4563,"""[리뷰IS] '해투4' 역시 장만월 사장, 아이유 전화 통화만으로 존재감""",뉴시스,2022-10-08,7,해투도 그만하자,9,37,0.024806777,0.094356388,0.918287039,0.059073392,0.258246124,0.698359668
4564,"""[리뷰IS] '해투4' 역시 장만월 사장, 아이유 전화 통화만으로 존재감""",뉴시스,2022-10-08,7,장만월은 초대 왜 안함?,8,40,0.025239529,0.093734369,0.916310668,0.055568561,0.288035333,0.697440743
4565,"""[리뷰IS]'나 혼자 산다' 두 여자의 겨울나기 ""힐링과 재미""",스포츠조선,2022-10-08,7,또 좌표 찍고 악플 달려고 몰려오네,2,8,0.138512388,0.270014912,0.517685115,0.475187629,0.320719987,0.153634012
4566,"""[리뷰IS]'나 혼자 산다' 두 여자의 겨울나기 ""힐링과 재미""",스포츠조선,2022-10-08,7,이상한 여자들 천지다 박나래한테만 관대해 이유 졸라 알것 같음......비슷한거지 본인이랑 박나래랑.....,2,2,0.769998431,0.220098242,0.100419953,0.64886415,0.324553162,0.103190102
4567,"""[리뷰IS]'나 혼자 산다' 두 여자의 겨울나기 ""힐링과 재미""",스포츠조선,2022-10-08,7,뭔 18 쳐먹다가 방송 끝내냐 그냥 혼자 쳐먹어 방송하지말고 면상은 생기다가 만년이 ㅉㅉㅉ,0,3,0.344333619,0.363812804,0.255086333,0.651880801,0.377886683,0.066984072
4568,"""[리뷰IS]'나 혼자 산다' 두 여자의 겨울나기 ""힐링과 재미""",스포츠조선,2022-10-08,7,한혜진아 입이나 꼭 다물어라 바보처럼 야구선수 연애 결별 전현무 ㅋ 이구,1,9,0.054432943,0.27410394,0.660179734,0.287539572,0.417576015,0.218144163
4569,"""[리뷰IS]'나 혼자 산다' 두 여자의 겨울나기 ""힐링과 재미""",스포츠조선,2022-10-08,7,근래 들어 넘 재밌게 봤고 경치 좋은 하와이 티비에서 불수 있어 좋았어요.,13,102,0.041849345,0.080602638,0.932705224,0.042708393,0.15614377,0.860030711
4570,"""[리뷰IS]'나 혼자 산다' 두 여자의 겨울나기 ""힐링과 재미""",스포츠조선,2022-10-08,7,"나혼산에 예쁜 여자만 나오면 욕처먹으니 결국 남은 고정 여자멤버가 박나래, 한혜진, 화사..... ㅜㅜ",4,7,0.758230448,0.190156952,0.113989852,0.662834644,0.297749192,0.111012019
4571,"""[리뷰IS]'나 혼자 산다' 두 여자의 겨울나기 ""힐링과 재미""",스포츠조선,2022-10-08,7,진짜 한혜진.얘는 왜나와 ㅡ ㅡ 완존 노잼!!,18,93,0.049280677,0.13180919,0.850418508,0.107498117,0.338612974,0.467940003
4572,"""[리뷰IS]'나 혼자 산다' 두 여자의 겨울나기 ""힐링과 재미""",스포츠조선,2022-10-08,7,한혜진편 개꿀잼...모델이니까 가능한 출사다 정말,2,2,0.055939712,0.068347096,0.922381699,0.039633788,0.158077687,0.840961933
4573,"""[리뷰IS]'나 혼자 산다' 두 여자의 겨울나기 ""힐링과 재미""",스포츠조선,2022-10-08,7,ㅋ넘재미져 힐링된다,2,8,0.042488676,0.069463737,0.93053019,0.048969254,0.157194063,0.843712986
4574,"""[리폿@이슈] '만삭' 이태임, 은퇴→결혼→9월 출산 '뜨거운 관심사' [종합]""",디스패치,2022-10-08,7,이자야 누가 관심사 하여간 기자놈아 누구도 이여자 관심없다,0,3,0.281264782,0.263323635,0.367554814,0.468624115,0.487060219,0.099244468
4575,"""[리폿@이슈] '만삭' 이태임, 은퇴→결혼→9월 출산 '뜨거운 관심사' [종합]""",디스패치,2022-10-08,7,딱 빠수니맹바기 아들일 듯위장결혼각,5,13,0.117635816,0.388863683,0.421127051,0.498579621,0.348965824,0.145047292
4576,"""[리폿@이슈] '만삭' 이태임, 은퇴→결혼→9월 출산 '뜨거운 관심사' [종합]""",디스패치,2022-10-08,7,예원이가 훨씬 어리고 훨씬 예쁨,8,27,0.041594662,0.07391049,0.901823044,0.045453165,0.173510492,0.836977959
4577,"""[리폿@이슈] '만삭' 이태임, 은퇴→결혼→9월 출산 '뜨거운 관심사' [종합]""",디스패치,2022-10-08,7,ㅅㅅ 한게 자랑? ㅈㅅ로 그것도,9,53,0.157397285,0.26476559,0.500874817,0.365266502,0.425162047,0.123621665
4578,"""[리폿@이슈] '만삭' 이태임, 은퇴→결혼→9월 출산 '뜨거운 관심사' [종합]""",디스패치,2022-10-08,7,역시 고딩때 놀던 애들이 결혼도 늙고 돈많은 남자 잘 물어서 간당께. 고딩때 겁나 다 주고 다닌거 왠만한 울산 사람은 다 알지 ㅋ,10,18,0.769698441,0.291148633,0.106635086,0.704403818,0.331424206,0.100395337
4579,"""[리폿@이슈] '만삭' 이태임, 은퇴→결혼→9월 출산 '뜨거운 관심사' [종합]""",디스패치,2022-10-08,7,고마하지 좀~ 사람 그만 괴롭히고~,5,13,0.027126087,0.133977368,0.904967189,0.106262378,0.352918953,0.506243706
4580,"""[리폿@이슈] '만삭' 이태임, 은퇴→결혼→9월 출산 '뜨거운 관심사' [종합]""",디스패치,2022-10-08,7,예원만 불쌍하지 ㅠㅠ,2,2,0.026088076,0.089771084,0.91831243,0.055869173,0.239705354,0.697213054
4581,"""[리폿@이슈] '만삭' 이태임, 은퇴→결혼→9월 출산 '뜨거운 관심사' [종합]""",디스패치,2022-10-08,7,"딸벌되는 애하고 욕배틀이나 하다가 어느것하고 끙하더니 애부터 만드는 너저분한 깽상도년이라,,, 너희동네 적폐 깽상도가서 과메기나 널어라,,, ㅋㅋㅋ",2,3,0.602516472,0.396262288,0.136120483,0.785287678,0.269808382,0.077459589
4582,"""[스브스타] ""말린 오징어 같다"" 예비 신랑 향한 악플에 서유리가 남긴 답글""",마이데일리,2022-10-08,7,저렇게 눈큰 여자는 눈작은남자를 좋아한다 눈작은남자가 잘생겨보인다 내가그렇다,3,4,0.841373205,0.214748383,0.100357592,0.690046072,0.343427896,0.124088809
4583,"""[스브스타] ""말린 오징어 같다"" 예비 신랑 향한 악플에 서유리가 남긴 답글""",마이데일리,2022-10-08,7,악플단 인간 말린꼴뚜기같은사람 만나길바란다,29,0,0.084647343,0.29298979,0.612153709,0.378358424,0.320512235,0.187883675
4584,"""[스브스타] ""말린 오징어 같다"" 예비 신랑 향한 악플에 서유리가 남긴 답글""",마이데일리,2022-10-08,7,악플 단 사람 면상은 어떤지..인성이 쓰레긴건 알겠고,3,6,0.080271974,0.377394706,0.555028319,0.304386675,0.447392374,0.176252276
4585,"""[스브스夜] '집사부일체' 강형욱 ""사정 어려워서 보낸 레오, 내게 오는 길 얼마나 힘들었을까"" 오열""",뉴시스,2022-08-02,19,난개를좋아하지도않고 보신탕도먹는건아니지만 애견인들은 보신탕먹는사람들에게서 살인자같은 느낌받을까?,4,5,0.144644484,0.305422962,0.479814261,0.358244002,0.38870275,0.259339869
4586,"""[스브스夜] '집사부일체' 강형욱 ""사정 어려워서 보낸 레오, 내게 오는 길 얼마나 힘들었을까"" 오열""",뉴시스,2022-08-02,19,아 왜 울고짜고 난리야 개는 주인이 바뀌던말던 밥만주면 좋아하는데 지들이 감정이입해서 울고짜고 무슨 드라마찍냐 ㅋㅋㅋㅋㅋ,1,1,0.180140063,0.308273196,0.377760142,0.473594993,0.377972692,0.124000765
4587,"""[스브스夜] '집사부일체' 강형욱 ""사정 어려워서 보낸 레오, 내게 오는 길 얼마나 힘들었을까"" 오열""",뉴시스,2022-08-02,19,강형우캍은 사람이 정이 많아보이지만 저런사람이 칼같이 자르면 정말 냉정하단다,4,10,0.033789359,0.130829811,0.845434904,0.093629636,0.284245044,0.561069191
4588,"""[신성일 별세] 이순재 ""故 신성일, 너무 일찍 갔다…후배들에 좋은 교본될 것""",OSEN,2022-08-02,19,신성일은 탈코리안 마인드지....이분은 시대를 잘못탄게 아니라 지대를 잘못탄분...,2,3,0.080414116,0.373777121,0.478987128,0.30971384,0.390235335,0.183678836
4589,"""[신성일 별세] 이순재 ""故 신성일, 너무 일찍 갔다…후배들에 좋은 교본될 것""",OSEN,2022-08-02,19,순재씨 야동좀끊으세여,11,20,0.046241939,0.204527438,0.760849595,0.239425018,0.360840559,0.275092691
4590,"""[신성일 별세] 이순재 ""故 신성일, 너무 일찍 갔다…후배들에 좋은 교본될 것""",OSEN,2022-08-02,19,유튜브 활력소TV가 신성일 선생님을 비방하는 영상을 퍼뜨렸음. 이 악플러 고소 당했으면.,2,7,0.028890844,0.122252233,0.897999167,0.092173375,0.270397842,0.619175017
4591,"""[신성일 별세] 이순재 ""故 신성일, 너무 일찍 갔다…후배들에 좋은 교본될 것""",OSEN,2022-08-02,19,순재 선생님이 외롭지 않게 곁에 있어드리세요~~,2,5,0.040886059,0.073879957,0.921528757,0.052355796,0.141226187,0.859286129
4592,"""[신성일 별세] 이순재 ""故 신성일, 너무 일찍 갔다…후배들에 좋은 교본될 것""",OSEN,2022-08-02,19,이제 곧 만날텐데,2,10,0.034696281,0.081937976,0.92947042,0.050512332,0.200838864,0.786248386
4593,"""[신성일 별세] 이순재 ""故 신성일, 너무 일찍 갔다…후배들에 좋은 교본될 것""",OSEN,2022-08-02,19,둘다 우파..태극기 틀딱들하고 똑같다 악의축,1,21,0.239040166,0.495038986,0.298060775,0.692623496,0.364848047,0.113048114
4594,"""[어게인TV] '비디오스타' 유소영 ""고윤성과의 열애, 이유 모를 악플 많았다""",스포티비뉴스,2022-08-02,19,굳이 기사까지 와서 악플다는 심리는 뭘지,1,2,0.028855095,0.118373029,0.895443618,0.062956445,0.330210775,0.584523678
4595,"""[어게인TV] '비디오스타' 유소영 ""고윤성과의 열애, 이유 모를 악플 많았다""",스포티비뉴스,2022-08-02,19,이유를 정말 모르나? 아님 모른척하는 건가?니가 걸어온 연애사를 봐...욕 안쳐먹게 생겼나...,2,4,0.062340718,0.338269204,0.580227435,0.268334895,0.494418681,0.152083859
4596,"""[어게인TV] '비디오스타' 유소영 ""고윤성과의 열애, 이유 모를 악플 많았다""",스포티비뉴스,2022-08-02,19,김치년들 열폭!그러려니 하세요,2,2,0.823144257,0.212326169,0.093722872,0.769503832,0.286478609,0.091128036
4597,"""[어게인TV] '아는 형님' 신지 ""애연가 김종민, 강호동 때문에 금연""",스포츠월드,2022-08-02,19,늑대 여우 코요테,2,4,0.038929641,0.200649783,0.771142066,0.256307393,0.300277144,0.329316586
4598,"""[어게인TV] '아는 형님' 신지 ""애연가 김종민, 강호동 때문에 금연""",스포츠월드,2022-08-02,19,신정환 출연시킨뒤로 관심끊은 프로,0,2,0.02956905,0.08407072,0.921582997,0.055217132,0.2650868,0.700717926
4599,"""[어게인TV] '아는 형님' 신지 ""애연가 김종민, 강호동 때문에 금연""",스포츠월드,2022-08-02,19,어제 넘웃겻어여 ㅋㅋ특히 도전골든벨 ㅋㅋㅋ코요테 영원하라,0,3,0.030329578,0.105770662,0.874475121,0.089345999,0.225127831,0.628328323
4600,"""[어게인TV] '아는 형님' 신지 ""애연가 김종민, 강호동 때문에 금연""",스포츠월드,2022-08-02,19,신지 딱 내 스타일!!!!!화이팅!!!!!!!! 코요테 흥해라 흥!!!!!!,4,13,0.045385305,0.068766251,0.922443271,0.051426537,0.1386953,0.839947701
4601,"""[어게인TV] '아는 형님' 신지 ""애연가 김종민, 강호동 때문에 금연""",스포츠월드,2022-08-02,19,신지언니식대로 하시길♥,9,13,0.036766663,0.072151013,0.925811231,0.055073548,0.143954858,0.843400002
4602,"""[어게인TV] '아는 형님' 신지 ""애연가 김종민, 강호동 때문에 금연""",스포츠월드,2022-08-02,19,모든게 가식으로만 보이네 진심은 없고,1,1,0.040573418,0.248042122,0.762503266,0.184421286,0.478716016,0.383575439
4603,"""[어게인TV]""오직 가족 뿐""…'황금빛' 천호진이 보여준 父성애""",마이데일리,2022-08-02,19,너무바보같아서 열받드라 짜증나게적당히해야지,0,1,0.026288914,0.11490792,0.902168274,0.080751792,0.32817927,0.591405928
4604,"""[어게인TV]""오직 가족 뿐""…'황금빛' 천호진이 보여준 父성애""",마이데일리,2022-08-02,19,재미 1도 없으..완전 산으로 가버린 스토리,2,2,0.022476118,0.106734321,0.896497071,0.075282112,0.323746532,0.581636071
4605,"""[어게인TV]""오직 가족 뿐""…'황금빛' 천호진이 보여준 父성애""",마이데일리,2022-08-02,19,정말 재미있게 잘 보고 있습니다,7,33,0.054359067,0.080292627,0.935684621,0.055788442,0.124548405,0.881417751
4606,"""[어게인TV]""오직 가족 뿐""…'황금빛' 천호진이 보여준 父성애""",마이데일리,2022-08-02,19,서은수 말고는..........볼게 없는 드라마........정신 나간드라마 보고 흥분하는 조선인 수준은.............정말,0,0,0.262966305,0.467455149,0.267232865,0.605245411,0.324740499,0.10420607
4607,"""[어게인TV]""오직 가족 뿐""…'황금빛' 천호진이 보여준 父성애""",마이데일리,2022-08-02,19,우리나라 남자로 태어나 가장으로 산다는게 고달픔 경제적책임 요즘에는 육아.살림도 도와줘야 됨 ㅠㅠ,4,4,0.72786361,0.179464906,0.146167219,0.457627267,0.307117552,0.229558885
4608,"""[어게인TV]""오직 가족 뿐""…'황금빛' 천호진이 보여준 父성애""",마이데일리,2022-08-02,19,"한국에서는 부성애, 모성애를 너무 과대평가함. 흙수저 부모가 자식을 낳은 자체가, 그 자식에게 죄를 지은 것임. 낳았으니 계속 책임을 지는 건 당연한거고.",11,32,0.350300074,0.339015782,0.23851113,0.407116592,0.357806951,0.168581128
4609,"""[어게인TV]""오직 가족 뿐""…'황금빛' 천호진이 보여준 父성애""",마이데일리,2022-08-02,19,왜 처음에 좋은느낌에 드라마라구 생각했는데 결국 진부한설정 산으로가는 개갑질 개막장 드라마가 되는가.......,8,16,0.026828442,0.154181331,0.841077626,0.067370579,0.347656399,0.604653537
4610,"""[어게인TV]""친자 확인완료""...'SKY캐슬' 염정아VS김보라, 전쟁 시작""",MBC연예,2022-08-02,19,가장 천박한애가세상을 구한다모티브,2,13,0.253627986,0.374944508,0.330666453,0.579050124,0.326334298,0.10592778
4611,"""[어게인TV]""친자 확인완료""...'SKY캐슬' 염정아VS김보라, 전쟁 시작""",MBC연예,2022-08-02,19,혜나 짱먹엉,1,3,0.033426039,0.071498521,0.930572867,0.059015535,0.178735077,0.773382187
4612,"""[어게인TV]""친자 확인완료""...'SKY캐슬' 염정아VS김보라, 전쟁 시작""",MBC연예,2022-08-02,19,김보라 이쁘네,33,196,0.054948162,0.064014159,0.923114359,0.049187895,0.129596725,0.866609633
4613,"""[어게인TV]""친자 확인완료""...'SKY캐슬' 염정아VS김보라, 전쟁 시작""",MBC연예,2022-08-02,19,수임이 너무 단순 무식하다. 남의 마음 따윈 안중에도 없음.,0,0,0.044477765,0.312970012,0.673073411,0.253586143,0.416452855,0.232431993
4614,"""[어게인TV]""친자 확인완료""...'SKY캐슬' 염정아VS김보라, 전쟁 시작""",MBC연예,2022-08-02,19,남자로서 혜나보면 미혼모의 낙태는 필요한듯. 엄마 사랑받고 자랐지만 결국 그존재조차 모르는 부친에 대한 복수와 원망이 가득하네요. 혜나아빠는 뭔죄? 당사지간 연예문제는 당사자의 문제일뿐인데 최소한 임신여부는 알렸어야 함,31,108,0.552785695,0.164388701,0.24034065,0.360052675,0.266152352,0.247221529
